"ndc","rxcui","va"
"16729054235",105583,"DE600"
"16729055010",351267,"CN101"
"17139061740",581549,"HS300"
"17478007031",310149,"OP210"
"17478009615",1298072,"OP600"
"17478071310",312075,"OP210"
"17478071311",312075,"OP210"
"17478076710",312641,"HS800"
"17772010330",1437285,"CN400"
"17772012301",1365850,"CN400"
"17772013130",2536554,"CN609"
"17772013230",2536752,"CN609"
"17772013330",2536758,"CN609"
"19515080852",2605051,NA
"19515081452",2641640,NA
"19515081852",2561270,NA
"21922000101",310364,"DE200"
"21922000201",309333,"DE752"
"21922000301",1191310,"DE200"
"21922000404",204135,"DE200"
"21922000407",204135,"DE200"
"21922000909",855633,"DE200"
"21922001604",861495,"DE200"
"21922001605",861495,"DE200"
"21922001606",861495,"DE200"
"21922001607",861495,"DE200"
"21922001704",861448,"DE200"
"21922001705",861448,"DE200"
"21922001706",861448,"DE200"
"21922001707",861448,"DE200"
"21922001902",1597129,"HS100"
"21922002107",106387,"AP300"
"21922002206",1540241,"DE752"
"21922002504",203088,"DE102"
"21922002505",203088,"DE102"
"21922002507",203088,"DE102"
"21922002705",309332,"DE752"
"21922002707",309332,"DE752"
"21922003601",197519,"DE752"
"21922005106",722111,"DE752"
"23155000101",905199,"CV490"
"23155000201",905225,"CV490"
"23155000301",905395,"CV490"
"23155000801",310798,"CV701"
"23155000810",310798,"CV701"
"23155000901",197770,"CV701"
"23155000910",197770,"CV701"
"23155002301",866094,"CN309"
"23155002305",866094,"CN309"
"23155002401",866083,"CN309"
"23155002405",866083,"CN309"
"23155002505",866018,"CN309"
"23155002506",866018,"CN309"
"23155002601",897683,"CV200"
"23155002801",310384,"CN609"
"23155002810",310384,"CN609"
"23155002901",310385,"CN609"
"23155002910",310385,"CN609"
"23155003005",313989,"CN609"
"23155005101",312059,"AM700"
"23155005419",311918,"CN105"
"23155005519",314135,"CN105"
"23155005810",310537,"HS502"
"23155005901",897722,"CV200"
"23155007001",197942,"HS852"
"23155007101",197941,"HS852"
"23155010210",861007,"HS502"
"23155010410",861004,"HS502"
"23155013301",1652673,"AM250"
"23155013525",1650142,"AM250"
"23155019101",993691,"CN609"
"23155019201",993687,"CN609"
"23155022801",197313,"AM800"
"23155022901",197310,"AM800"
"23155028701",197303,"CV703"
"23155048551",307730,"AM800"
"23155049001",833008,"HS702"
"23155050001",995218,"AH105"
"23155050005",995218,"AH105"
"23155050010",995218,"AH105"
"23155050101",995258,"AH105"
"23155050105",995258,"AH105"
"23155050110",995258,"AH105"
"23155050201",995281,"AH105"
"23155050210",995281,"AH105"
"23155051901",317110,"CV250"
"23155051905",317110,"CV250"
"23155053006",857560,"GU201"
"23155060351",562266,"AM350"
"23155060503",205324,"CN809"
"23155060601",197738,"AU350"
"23155060701",197739,"AU350"
"23155065101",314106,"AM900"
"23155065201",311681,"AM900"
"23155065205",311681,"AM900"
"23155066201",308867,"VT502"
"23155066301",308868,"VT502"
"23155069310",197319,"MS400"
"23155069405",197320,"MS400"
"23155070401",858804,"CV800"
"23155072301",896758,"CV100"
"23155072401",896762,"CV100"
"23155073501",313215,"CV150"
"23155076701",198252,"AM250"
"23155077201",858817,"CV800"
"23155077210",858817,"CV800"
"23155077301",858810,"CV800"
"23155080901",1367410,"VT504"
"24208029005",313415,"OP210"
"24208029505",309683,"OP350"
"24208029525",309683,"OP350"
"24208031510",244967,"OP219"
"24208031705",1012021,"OP350"
"24208034425",1797863,"NT200"
"24208035805",545259,"OP350"
"24208039830",1797833,"NT900"
"24208039915",1797844,"NT900"
"24208041005",242446,"OT101"
"24208041105",861200,"OP109"
"24208043405",312075,"OP210"
"24208043410",312075,"OP210"
"24208044335",1099503,"OP300"
"24208044605",850309,"OP210"
"24208045705",854801,"OP300"
"24208046325",314072,"OP109"
"24208048610",1923432,"OP105"
"24208050402",1988399,"OP109"
"24208050707",2118539,"OP300"
"24208050801",1312625,"OP300"
"24208055555",308511,"OP219"
"24208058060",310467,"OP210"
"24208063005",863038,"OP900"
"24208063110",204423,"OT250"
"24208063562",310687,"OT250"
"24208072002",226343,"OP300"
"24208079535",309679,"OP350"
"24208083060",309680,"OP350"
"24208091055",310149,"OP210"
"24338003290",242927,"HS851"
"24385003330",647416,NA
"24470092060",669081,"DE200"
"24470092215",1090641,"DE200"
"24478007401",1727450,"CN802"
"24478007501",1734930,"CN802"
"24478007601",1734953,"CN802"
"24478010801",2585461,"CN801"
"24478011001",2585471,"CN801"
"24478032102",1312589,"CN802"
"24478032204",1312589,"CN802"
"24478032305",1312589,"CN802"
"24478032406",1312589,"CN802"
"24510007510",854144,"CN101"
"24510011010",1790533,"CN101"
"24658031205",1650143,"AM250"
"24658050490",200345,"CV350"
"24689011901",993691,"CN609"
"24689079201",313215,"CV150"
"24979-0231-03",628953,"TN430"
"24979000206",833213,"GA900"
"24979000207",833213,"GA900"
"24979002602",830861,"CV200"
"24979002807",830837,"CV200"
"24979002907",830801,"CV200"
"24979003702",866427,"CV100"
"24979003703",866427,"CV100"
"24979003802",866436,"CV100"
"24979007815",1597076,"HS100"
"24979019801",197745,"CV490"
"24979019901",197746,"CV490"
"24979020101",991061,"AU350"
"24979023101",628953,"TN430"
"24979023103",628953,"TN430"
"24979023201",198116,"TN430"
"24979053301",862006,"AU100"
"24979053401",862013,"AU100"
"24979053601",862019,"AU100"
"24979070406",833213,"GA900"
"25021050201",309594,"VT101"
"27241-0098-09",596930,"CN609"
"27241000150",312830,"CN709"
"27241000206",312828,"CN709"
"27241000250",312828,"CN709"
"27241000306",312829,"CN709"
"27241000350",312829,"CN709"
"27241000506",312832,"CN709"
"27241001531",351246,"RE109"
"27241005103",602964,"CN709"
"27241005203",402131,"CN709"
"27241005303",349545,"CN709"
"27241005308",349545,"CN709"
"27241005503",349553,"CN709"
"27241009706",596926,"CN609"
"27241009803",596930,"CN609"
"27241009809",596930,"CN609"
"27241009810",596930,"CN609"
"27241009903",596934,"CN609"
"27241009990",596934,"CN609"
"27241010806",1013930,"CV490"
"27241011203",403957,"CV490"
"27241011203",403957,"GU900"
"27241011205",403957,"CV490"
"27241011205",403957,"GU900"
"27241011603",351133,"CV350"
"27241011703",349287,"CV350"
"27241011904",310288,"CV350"
"27241012502",616749,"CV250"
"27241013436",848943,"CV350"
"27241013909",1115698,"AM800"
"27241015504",863636,"GU201"
"27241015508",863636,"GU201"
"27241015604",863619,"GU201"
"27241015608",863619,"GU201"
"27241016430",616402,"CN609"
"27241016701",1000048,"CN601"
"27241016901",1000076,"CN601"
"27241018530",103968,"CN400"
"27241019130",855182,"GU201"
"27241021001",857297,"CN601"
"27241021101",857301,"CN601"
"27241021601",197499,"CV701"
"27241021701",197500,"CV701"
"27437005101",1946698,"AM900"
"27808-0037-01",856999,"CN101"
"27808-0037-02",856999,"CN101"
"27808-0037-03",856999,"CN101"
"27808003501",857002,"CN101"
"27808003502",857002,"CN101"
"27808003503",857002,"CN101"
"27808003601",857005,"CN101"
"27808003602",857005,"CN101"
"27808003603",857005,"CN101"
"27808003701",856999,"CN101"
"27808003702",856999,"CN101"
"27808003703",856999,"CN101"
"27808005102",992432,"AH100"
"27808005701",991528,"RE507"
"27808005801",1091341,"CN802"
"27808006502",991486,"RE301"
"27808008601",1087459,"RE301"
"27808008602",1087459,"RE301"
"27808008603",1087459,"RE301"
"27808009201",899518,"CN802"
"27808009301",899548,"CN802"
"27808011401",856987,"CN101"
"27808015501",859424,"CV350"
"27808015601",859747,"CV350"
"27808015603",859747,"CV350"
"27808015701",859751,"CV350"
"27808015703",859751,"CV350"
"27808015801",859419,"CV350"
"27808015803",859419,"CV350"
"27808020601",834235,"MS400"
"27808022301",672567,"CN709"
"27808023302",1649988,"AM250"
"27808023401",1650143,"AM250"
"27808023402",1650143,"AM250"
"27808026601",387003,"CN400"
"28595057004",1085816,"AP300"
"29033000301",314234,"GA302"
"29033000305",314234,"GA302"
"29300-0125-10",152695,"MS102"
"29300-0220-19",200224,"RE109"
"29300-0411-01",197381,"CV100"
"29300011101",282401,"CN400"
"29300011105",282401,"CN400"
"29300011110",282401,"CN400"
"29300011201",198427,"CN400"
"29300011205",198427,"CN400"
"29300011210",198427,"CN400"
"29300011305",198428,"CN400"
"29300011316",198428,"CN400"
"29300011405",198429,"CN400"
"29300011416",198429,"CN400"
"29300011705",199889,"CN400"
"29300012410",311486,"MS102"
"29300012510",152695,"MS102"
"29300012601",854905,"CV100"
"29300012801",310798,"CV701"
"29300012810",310798,"CV701"
"29300012901",197770,"CV701"
"29300012910",197770,"CV701"
"29300013001",199903,"CV701"
"29300013005",199903,"CV701"
"29300013010",199903,"CV701"
"29300013101",313762,"CN309"
"29300013201",313761,"CN309"
"29300013601",884185,"CV490"
"29300013610",884185,"CV490"
"29300013701",884189,"CV490"
"29300013901",1099678,"CN400"
"29300014001",1099870,"CN400"
"29300014005",1099870,"CN400"
"29300014701",312744,"CN709"
"29300014710",312744,"CN709"
"29300014801",616487,"CN709"
"29300014810",616487,"CN709"
"29300014901",312743,"CN709"
"29300015116",312745,"CN709"
"29300015501",861132,"CV150"
"29300015519",861132,"CV150"
"29300016910",313413,"MS200"
"29300016915",313413,"MS200"
"29300017116",996571,"CN900"
"29300017613",402131,"CN709"
"29300018701",854916,"CV400"
"29300018801",854919,"CV400"
"29300018813",854919,"CV400"
"29300018901",854908,"CV400"
"29300019019",979468,"CV400"
"29300019219",979471,"CV400"
"29300022010",200224,"RE109"
"29300022019",200224,"RE109"
"29300022601",314106,"AM900"
"29300022701",311681,"AM900"
"29300022705",311681,"AM900"
"29300024205",197361,"CV200"
"29300024401",866094,"CN309"
"29300024405",866094,"CN309"
"29300024501",866083,"CN309"
"29300024505",866083,"CN309"
"29300024601",866018,"CN309"
"29300024605",866018,"CN309"
"29300024705",866090,"CN309"
"29300024716",866090,"CN309"
"29300028705",403957,"CV490"
"29300028705",403957,"GU900"
"29300028713",403957,"CV490"
"29300028713",403957,"GU900"
"29300030816",853201,"CN709"
"29300031116",721794,"CN709"
"29300032913",477372,"GU201"
"29300032919",477372,"GU201"
"29300034301",197391,"MS200"
"29300034310",197391,"MS200"
"29300034901",197319,"MS400"
"29300034905",197319,"MS400"
"29300035001",197320,"MS400"
"29300035005",197320,"MS400"
"29300035501",835603,"CN101"
"29300035505",835603,"CN101"
"29300035510",835603,"CN101"
"29300038101",1099569,"CN400"
"29300039619",308136,"CV200"
"29300039705",197361,"CV200"
"29300039710",197361,"CV200"
"29300039805",308135,"CV200"
"29300039810",308135,"CV200"
"29300040001",197383,"CV400"
"29300041001",197380,"CV100"
"29300041010",197380,"CV100"
"29300041101",197381,"CV100"
"29300041110",197381,"CV100"
"29300041301",828320,"MS200"
"29300041305",828320,"MS200"
"29300041319",828320,"MS200"
"29300041510",828348,"MS200"
"29300041519",828348,"MS200"
"29300041901",856783,"CN601"
"29300041910",856783,"CN601"
"29300042001",856834,"CN601"
"29300042010",856834,"CN601"
"29300042101",856845,"CN601"
"29300042110",856845,"CN601"
"29300042201",856853,"CN601"
"29300042901",403967,"CN400"
"29300043001",314285,"CN400"
"29300045801",197745,"CV490"
"29300045901",197746,"CV490"
"29300046801",884173,"CV490"
"29300046810",884173,"CV490"
"30768004069",198640,"VT102"
"31722-0702-30",979480,"CV805"
"31722-0705-30",313564,"AM800"
"31722-0708-30",198382,"AM800"
"31722-0713-10",314200,"GA900"
"31722-0722-50",199885,"AM400"
"31722-0726-10",200224,"RE109"
"31722000290",313583,"CN609"
"31722000390",313585,"CN609"
"31722000430",313581,"CN609"
"31722000490",313581,"CN609"
"31722000530",248420,"RS100"
"31722001701",310273,"GA301"
"31722001710",310273,"GA301"
"31722001801",284245,"GA301"
"31722002015",1435624,"CV800"
"31722002301",312136,"CN400"
"31722002401",312137,"CN400"
"31722002730",477367,"GU201"
"31722002830",477372,"GU201"
"31722012805",310459,"CV350"
"31722013001",199381,"TN478"
"31722013130",351172,"HS900"
"31722013190",351172,"HS900"
"31722013501",1801294,"TN430"
"31722014201",317173,"CV800"
"31722014805",310430,"CN400"
"31722014905",310431,"CN400"
"31722015130",349483,"CV805"
"31722015290",349199,"CV805"
"31722015390",349201,"CV805"
"31722015490",349200,"CV805"
"31722015501",541878,"CN801"
"31722015601",1009145,"CN801"
"31722015701",541892,"CN801"
"31722015901",577957,"CN801"
"31722016301",577961,"CN801"
"31722016401",541363,"CN801"
"31722016605",310433,"CN400"
"31722016605",310433,"CN900"
"31722016705",310434,"CN400"
"31722016705",310434,"CN900"
"31722016860",596926,"CN609"
"31722017301",1091497,"CN802"
"31722017401",1091150,"CN802"
"31722018501",861237,"CN801"
"31722018601",861221,"CN801"
"31722018701",861223,"CN801"
"31722018801",861225,"CN801"
"31722018901",861227,"CN801"
"31722019501",861232,"CN801"
"31722023001",899439,"CN802"
"31722023101",899461,"CN802"
"31722023201",899485,"CN802"
"31722023301",1101926,"CN802"
"31722051901",905199,"CV490"
"31722052001",905225,"CV490"
"31722052010",905225,"CV490"
"31722052101",905395,"CV490"
"31722052510",310346,"HS900"
"31722052530",310346,"HS900"
"31722053301",197943,"MS200"
"31722053305",197943,"MS200"
"31722053401",197944,"MS200"
"31722053405",197944,"MS200"
"31722053705",311289,"CN400"
"31722053712",311289,"CN400"
"31722053812",311290,"CN400"
"31722053960",387003,"CN400"
"31722054201",197817,"MS102"
"31722054301",197818,"MS102"
"31722054501",197889,"CN750"
"31722054510",197889,"CN750"
"31722055190",855172,"AH105"
"31722057030",596843,"GA900"
"31722057190",311277,"GA900"
"31722057190",311277,"GA303"
"31722058230",596930,"CN609"
"31722058530",751618,"CV100"
"31722058630",387013,"CV100"
"31722058690",387013,"CV100"
"31722058730",751612,"CV100"
"31722058790",751612,"CV100"
"31722058830",827073,"CV100"
"31722058905",866427,"CV100"
"31722059005",866436,"CV100"
"31722059105",866412,"CV100"
"31722059590",477562,"CV350"
"31722059690",477560,"CV350"
"31722061105",483448,"CN900"
"31722061190",483448,"CN900"
"31722061205",483450,"CN900"
"31722061290",483450,"CN900"
"31722061390",483438,"CN900"
"31722061405",483440,"CN900"
"31722061490",483440,"CN900"
"31722063031",728109,"AM800"
"31722063131",728113,"AM800"
"31722063231",312122,"AM800"
"31722063630",809477,"CV150"
"31722064330",757707,"CV490"
"31722064330",757707,"GU900"
"31722064430",403957,"CV490"
"31722064430",403957,"GU900"
"31722065832",1373491,"IM700"
"31722066490",606726,"GA900"
"31722066530",606730,"GA900"
"31722068147",307730,"AM800"
"31722070010",979485,"CV805"
"31722070090",979485,"CV805"
"31722070110",979492,"CV805"
"31722070190",979492,"CV805"
"31722070210",979480,"CV805"
"31722070290",979480,"CV805"
"31722070430",313565,"AM800"
"31722070490",313565,"AM800"
"31722070530",313564,"AM800"
"31722070590",313564,"AM800"
"31722070730",199193,"AM800"
"31722070830",198382,"AM800"
"31722071290",251872,"GA900"
"31722071310",314200,"GA900"
"31722071390",314200,"GA900"
"31722071430",349591,"CN900"
"31722071530",349592,"CN900"
"31722071630",349593,"CN900"
"31722071730",349594,"CN900"
"31722071830",349595,"CN900"
"31722071930",608143,"CN900"
"31722072030",608139,"CN900"
"31722072150",199884,"AM400"
"31722072250",199885,"AM400"
"31722072320",311296,"AM400"
"31722072610",200224,"RE109"
"31722072690",200224,"RE109"
"31722072730",311759,"RE109"
"31722072790",311759,"RE109"
"31722072830",242438,"RE109"
"31722072890",242438,"RE109"
"31722072930",200094,"CV805"
"31722073030",200095,"CV805"
"31722073090",200095,"CV805"
"31722073130",200096,"CV805"
"31722073190",200096,"CV805"
"31722074920",311347,"AM900"
"31722077701",197311,"AM800"
"31722077705",197311,"AM800"
"31722077801",197313,"AM800"
"31722077805",197313,"AM800"
"31722081260",810000,"CN400"
"31722081560",809996,"CN400"
"31722081930",602964,"CN709"
"31722082030",402131,"CN709"
"31722082830",349490,"CN709"
"31722083030",349547,"CN709"
"31722083330",485434,"AM800"
"31722088290",859424,"CV350"
"31722088390",859747,"CV350"
"31722088490",859751,"CV350"
"31722088530",859419,"CV350"
"31722089901",197541,"MS400"
"31722091701",1049611,"CN101"
"31722093432",748798,"HS200"
"31722094201",857005,"CN101"
"31722094531",748800,"HS200"
"31722094901",1049221,"CN101"
"31722094905",1049221,"CN101"
"31722095001",1049225,"CN101"
"31722095201",1091155,"CN802"
"31722095301",1091170,"CN802"
"31722095401",1091185,"CN802"
"31722095501",1091210,"CN802"
"31722095601",197397,"RE302"
"31722095801",283417,"RE302"
"31722099601",857002,"CN101"
"31722099605",857002,"CN101"
"31722099701",856999,"CN101"
"32671000532",670414,NA
"33332032101",2564021,NA
"33332032203",2605557,NA
"33332032303",2641828,NA
"33332042110",2564038,NA
"33332042210",2605561,NA
"33332042211",2605561,NA
"33332042310",2642356,NA
"33342-0327-15",1085644,"DE200"
"33342002208",199885,"AM400"
"33342002332",311296,"AM400"
"33342002607",198382,"AM800"
"33342004810",200095,"CV805"
"33342004907",200096,"CV805"
"33342004910",200096,"CV805"
"33342005010",979468,"CV400"
"33342005244",979471,"CV400"
"33342005415",317573,"HS502"
"33342005510",312440,"HS502"
"33342005515",312440,"HS502"
"33342005615",312441,"HS502"
"33342005707",310792,"CV400"
"33342005710",310792,"CV400"
"33342005807",310793,"CV400"
"33342005810",310793,"CV400"
"33342006207",349483,"CV805"
"33342006310",349199,"CV805"
"33342006510",349200,"CV805"
"33342006707",200034,"CN709"
"33342006807",312078,"CN709"
"33342006844",312078,"CN709"
"33342007007",314154,"CN709"
"33342007410",200284,"CV400"
"33342007610",349353,"CV400"
"33342007710",636042,"CV400"
"33342007810",636045,"CV400"
"33342008741",312840,"CN105"
"33342008841",314209,"CN105"
"33342008845",314209,"CN105"
"33342009441",312837,"CN105"
"33342010210",200224,"RE109"
"33342010215",200224,"RE109"
"33342010607",476556,"AM800"
"33342011007",311759,"RE109"
"33342011010",311759,"RE109"
"33342011107",242438,"RE109"
"33342011110",242438,"RE109"
"33342011607",577776,"CV805"
"33342015611",205322,"MS102"
"33342015711",205323,"MS102"
"33342015911",863669,"CV150"
"33342015915",863669,"CV150"
"33342017910",349401,"CV805"
"33342018010",349405,"CV805"
"33342020010",855172,"AH105"
"33342020807",901541,"CN500"
"33342023807",1095712,"AM800"
"33342025866",312122,"AM800"
"33342029809",996561,"CN900"
"33342030011",485442,"CN309"
"33342030111",485465,"CN309"
"33342032186",861487,"DE200"
"33342032715",1085644,"DE200"
"33342032780",1085644,"DE200"
"33342032915",1014314,"DE200"
"33342032954",1014314,"DE200"
"33342032980",1014314,"DE200"
"33342033115",1085633,"DE200"
"33342033215",1085640,"DE200"
"33342033315",1085636,"DE200"
"33342033354",1085636,"DE200"
"33342033380",1085636,"DE200"
"33342048115",884308,"DE102"
"33342048130",884308,"DE102"
"33342053208",199885,"AM400"
"35573041530",349591,"CN900"
"35573041730",349593,"CN900"
"35573042130",608139,"CN900"
"35573043451",392038,"OR100"
"35573043556",392038,"OR100"
"35573044425",311286,"RE102"
